Agent,Prior,Target,Score,SMILES,SMILES_state,Input_Scaffold,R-groups,Scaffold,QED,QED (raw),gnina score,gnina score (raw),MW,MW (raw),SlogP (RDKit),SlogP (RDKit) (raw),TPSA,TPSA (raw),Number of stereo centers,Number of stereo centers (raw),Number of HB acceptors (Lipinski),Number of HB acceptors (Lipinski) (raw),Number of HB donors (Lipinski),Number of HB donors (Lipinski) (raw),Number of rotatable bonds,Number of rotatable bonds (raw),Number of Heavy atoms,Number of Heavy atoms (raw),Molecular Volume (RDKit),Molecular Volume (RDKit) (raw),SA score,SA score (raw),herg inactive,herg inactive (raw),LogD,LogD (raw),Alerts,Alerts (raw),matching_patterns (Alerts),step
13.3102,14.6585,-14.6585,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(Nc2cnccn2)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(ccn2[*])cc(Cl)c1,c1ncc(N*)nc1|*C(=O)OC(C)(C)C,O=C(NCc1ccc(Nc2cnccn2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",3
20.9984,20.8902,-20.8901,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(-c2ncnc3[nH]cnc23)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(ccn2[*])cc(Cl)c1,n1c2c(*)ncnc2[nH]c1|C(C)(C)(C)OC(=O)*,O=C(NCc1ccc(-c2ncnc3[nH]cnc23)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",3
20.2123,21.0698,-19.7577,0.0026241,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cccc(N5CCN(C)CC5)n4)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)C|c1(N2CCN(C)CC2)cccc(*)n1,O=C(NCc1ccc(-c2cccc(N3CCNCC3)n2)cc1)c1cccc2cc[nH]c12,0.3923985,0.3924,-9.4183200,-9.4183,0.1857603,516.0450,0.0000000,5.2596,1.0000000,70.4700,1.0000000,1.0000,0.9999999,6.0000,0.9467598,1.0000,0.9467598,5.0000,0.9237530,37.0000,0.3944636,461.1680,0.8974468,3.1159,0.0000000,0.6334,3.5435650,3.5436,1.0000000,1.0000,[],4
13.0037,17.9566,-17.9565,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)N(C)C)c12)c1ccc(-c2ccncc2C(=O)O)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)N(C)C|OC(c1cnccc1*)=O,O=C(NCc1ccc(-c2ccncc2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]', '[OH]']",4
14.1891,16.8230,-6.1848,0.0212765,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)N(C)c3ccccc3)c12)c1ccc(N2CCOCC2)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)N(c1ccccc1)C|C1OCCN(*)C1,O=C(NCc1ccc(N2CCOCC2)cc1)c1cccc2ccn(C(=O)Nc3ccccc3)c12,0.3678395,0.3678,-6.1933600,-6.1934,0.1724406,517.0290,0.0000000,5.7268,1.0000000,66.8100,1.0000000,1.0000,1.0000000,5.0000,0.9467598,1.0000,0.9467598,5.0000,0.9237530,37.0000,0.4161414,458.8240,0.8966703,3.1232,0.1349757,0.5081,3.8113730,3.8114,1.0000000,1.0000,[],4
28.0814,31.2429,-31.2429,0.0000000,COc1ccc(-c2ccc(C(C)NC(=O)c3cc(Cl)cc4ccn(C(=O)NC(=O)OC(C)(C)C)c34)cc2)c(C#N)c1OC,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)NC(OC(C)(C)C)=O|COc1c(OC)ccc(*)c1C#N,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",4
34.1274,35.8961,-31.2662,0.0092597,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)NC3CC3C)c12)c1ccc(N2CCC3(C2)NCCN(C)C3=O)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)NC1CC1C|C1N(C)C(=O)C2(CN(*)CC2)NC1,O=C(NCc1ccc(N2CCC3(C2)NCCNC3=O)cc1)c1cccc2ccn(C(=O)NC3CC3)c12,0.4397259,0.4397,-5.4970400,-5.4970,0.0029827,563.1020,0.0000393,3.7623,0.9999987,98.7100,0.0000000,4.0000,0.9999999,6.0000,0.0532402,3.0000,0.9467598,5.0000,0.8720069,40.0000,0.1021990,506.6240,0.5707515,4.7525,1.0000000,0.4011,2.7853286,2.7853,1.0000000,1.0000,[],4
16.2008,18.0067,-16.0775,0.0038584,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)NC3CCCCCC3)c12)c1ccc(C(C)(C)C)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)NC1CCCCCC1|CC(*)(C)C,O=C(NCc1ccccc1)c1cccc2ccn(C(=O)NC3CCCCCC3)c12,0.3726055,0.3726,-1.8656500,-1.8657,0.6330546,494.0790,0.0000000,7.3637,1.0000000,63.1300,1.0000000,1.0000,1.0000000,3.0000,0.5000000,2.0000,0.9693466,4.0000,0.9467598,35.0000,0.3896340,461.6960,0.9023295,3.0688,0.0000000,0.8345,4.8491216,4.8491,1.0000000,1.0000,[],4
28.2049,31.2293,-30.9798,0.0004990,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)NCC34CC5CC(CC(C5)C3)C4)c12)c1ccc(N2CCCOCC2)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)NCC12CC3CC(CC(C1)C3)C2|C1COCCN(*)C1,O=C(NCc1ccc(N2CCCOCC2)cc1)c1cccc2ccn(C(=O)NCC34CC5CC(CC(C5)C3)C4)c12,0.3325111,0.3325,-5.7134300,-5.7134,0.0002708,589.1800,0.0000000,6.7865,1.0000000,75.6000,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.9090909,6.0000,0.8227450,42.0000,0.0386156,533.7680,0.6284846,4.5434,0.0000000,0.7491,4.2147884,4.2148,1.0000000,1.0000,[],4
10.0379,11.3552,-9.0916,0.0045270,CCNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C(F)(F)F)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)NCC|C(F)(F)(F)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.5750840,0.5751,-10.8126700,-10.8127,0.9967450,437.8490,0.0000000,5.3821,1.0000000,63.1300,1.0000000,1.0000,1.0000000,3.0000,0.5000000,2.0000,0.9693466,4.0000,0.9789100,30.0000,0.9702281,359.2160,0.9072517,3.0192,0.0000000,0.7067,4.2391911,4.2392,1.0000000,1.0000,[],4
20.6570,26.3476,-16.8048,0.0190855,CCNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4ccc5nccnc5c4)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)NCC|c12c(nccn1)ccc(*)c2,O=C(NCc1ccc(-c2ccc3nccnc3c2)cc1)c1cccc2cc[nH]c12,0.3126794,0.3127,-6.6838500,-6.6838,0.5462418,497.9860,0.0000000,5.9735,0.9999999,88.9100,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.9467598,5.0000,0.9362164,36.0000,0.6529040,433.5360,0.8947691,3.1409,0.0087239,0.5206,3.4708550,3.4709,1.0000000,1.0000,[],4
19.2757,23.9095,-23.4573,0.0009044,CCNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4ccc(OC5CCN(C)CC5)nc4)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)NCC|c1cc(OC2CCN(C)CC2)ncc1*,O=C(NCc1ccc(-c2ccc(OC3CCNCC3)nc2)cc1)c1cccc2cc[nH]c12,0.2942761,0.2943,-8.8657100,-8.8657,0.0039299,560.0980,0.0000000,5.8983,0.9999999,88.4900,1.0000000,1.0000,0.9999999,6.0000,0.5000000,2.0000,0.8490205,7.0000,0.8720069,40.0000,0.1142784,503.3600,0.8719302,3.3339,0.0000000,0.7320,3.2153287,3.2153,1.0000000,1.0000,[],4
20.2061,28.5893,-28.2591,0.0006603,CCN(CC)C1CCN(c2ccc(C(C)NC(=O)c3cc(Cl)cc4ccn(C(=O)NCc5ccccc5)c34)cc2)C1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)NCc1ccccc1|C1(N(CC)CC)CCN(*)C1,O=C(NCc1ccc(N2CCCC2)cc1)c1cccc2ccn(C(=O)NCc3ccccc3)c12,0.2416910,0.2417,-9.8615300,-9.8615,0.0012982,572.1530,0.0000000,6.4641,1.0000000,69.6100,1.0000000,2.0000,1.0000000,5.0000,0.5000000,2.0000,0.6400650,9.0000,0.8490205,41.0000,0.0467868,528.5440,0.8499233,3.4939,0.0000000,0.9270,3.2769501,3.2770,1.0000000,1.0000,[],4
19.0243,25.5147,-22.0410,0.0069475,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)NCc3ccccc3)c12)c1ccc(-c2ccc(=O)n(C(F)F)c2)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)NCc1ccccc1|c1cc(*)cn(C(F)F)c1=O,O=C(NCc1ccc(-c2ccc(=O)[nH]c2)cc1)c1cccc2ccn(C(=O)NCc3ccccc3)c12,0.2249639,0.2250,-8.2103500,-8.2104,0.0009976,575.0150,0.0000000,6.7674,1.0000000,85.1300,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.8490205,7.0000,0.8490205,41.0000,0.2117143,484.2560,0.8770249,3.2936,1.0000000,0.3621,4.3419242,4.3419,1.0000000,1.0000,[],4
23.8511,26.0077,-26.0077,0.0000000,CCOc1ccccc1C=NNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C(F)(F)F)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)NN=Cc1ccccc1OCC|FC(F)(F)*,O=C(NCc1ccccc1)c1cccc2ccn(C(=O)NN=Cc3ccccc3)c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[#7;!n][#7;!n]'],4
17.3339,15.3586,-15.3586,0.0000000,CC1CN(c2ccc(C(C)NC(=O)c3cc(Cl)cc4ccn(C(N)=O)c34)cc2)CCO1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)N|C1N(*)CCOC1C,O=C(NCc1ccc(N2CCOCC2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],4
11.0890,9.2477,-9.2477,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(N2CCN(C)CC2)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(=O)OC(C)(C)C|C1CN(*)CCN1C,O=C(NCc1ccc(N2CCNCC2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",4
23.3422,23.2088,-21.1551,0.0041073,COc1nc(C)c(-c2ccc(C(C)NC(=O)c3cc(Cl)cc4ccn(C(C)=O)c34)cc2)nc1C,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(C)=O|Cc1nc(*)c(C)nc1OC,O=C(NCc1ccc(-c2cnccn2)cc1)c1cccc2cc[nH]c12,0.4090654,0.4091,-8.8310600,-8.8311,0.8929940,476.9640,0.0000000,5.5282,1.0000000,86.1100,1.0000000,1.0000,0.9999999,6.0000,0.9467598,1.0000,0.9467598,5.0000,0.9556430,34.0000,0.7569339,420.4000,0.8840846,3.2353,0.0000000,0.6587,4.1094370,4.1094,1.0000000,1.0000,[],4
9.0277,8.8765,-6.7409,0.0042712,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(N4CCN(C)CC4)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(C)=O|N1(*)CCN(C)CC1,O=C(NCc1ccc(N2CCNCC2)cc1)c1cccc2cc[nH]c12,0.6629158,0.6629,-4.6096500,-4.6097,0.9963959,438.9590,0.0000032,4.1976,1.0000000,57.5800,1.0000000,1.0000,1.0000000,5.0000,0.9467598,1.0000,0.9693466,4.0000,0.9745624,31.0000,0.8924116,394.8720,0.9149806,2.9362,0.0000000,0.6556,3.0597303,3.0597,1.0000000,1.0000,[],4
32.6604,32.2068,-28.1686,0.0080763,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4c[nH]c5ncc(-c6nccs6)cc5c4=O)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(C)=O|O=c1c2c([nH]cc1*)ncc(-c1nccs1)c2,O=C(NCc1ccc(-c2c[nH]c3ncc(-c4nccs4)cc3c2=O)cc1)c1cccc2cc[nH]c12,0.2478912,0.2479,-9.1509700,-9.1510,0.0018917,568.0580,0.0000000,6.4728,0.9999524,109.7400,1.0000000,1.0000,0.9999900,7.0000,0.5000000,2.0000,0.9467598,5.0000,0.8720069,40.0000,0.3009568,471.9600,0.8499244,3.4939,1.0000000,0.1399,3.8485143,3.8485,1.0000000,1.0000,[],4
20.1167,19.7793,-19.7793,0.0000000,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cnc5ccccc5c4C(=O)O)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(C)=O|c1(C(O)=O)c(*)cnc2c1cccc2,O=C(NCc1ccc(-c2cnc3ccccc3c2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]', '[OH]']",4
18.2469,20.0324,-19.3961,0.0012726,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cccc(OCCN5CCOCC5)n4)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(C)=O|c1cc(OCCN2CCOCC2)nc(*)c1,O=C(NCc1ccc(-c2cccc(OCCN3CCOCC3)n2)cc1)c1cccc2cc[nH]c12,0.3260540,0.3261,-9.9699900,-9.9700,0.0129462,547.0550,0.0000000,5.2188,1.0000000,85.6900,1.0000000,1.0000,0.9999900,7.0000,0.9467598,1.0000,0.7597469,8.0000,0.8919391,39.0000,0.2081499,484.8160,0.8857161,3.2214,0.0000000,0.6447,3.4426904,3.4427,1.0000000,1.0000,[],4
15.0357,16.3822,6.1350,0.0450342,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cccnc4C#N)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(C)=O|c1nc(C#N)c(*)cc1,O=C(NCc1ccc(-c2cccnc2)cc1)c1cccc2cc[nH]c12,0.4592443,0.4592,-9.0536600,-9.0537,0.9948241,442.9060,0.0000000,5.3795,0.9999999,87.7800,1.0000000,1.0000,1.0000000,5.0000,0.9467598,1.0000,0.9693466,4.0000,0.9693466,32.0000,0.9296517,382.7360,0.8950431,3.1383,1.0000000,0.3710,3.8693564,3.8694,1.0000000,1.0000,[],4
8.1761,9.8942,-9.8942,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(N)=O)c12)c1ccc(N2CCOCC2)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(N)=O|C1OCCN(*)C1,O=C(NCc1ccc(N2CCOCC2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],4
12.1828,8.9720,-8.9720,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(N)=O)c12)c1ccc(C(C)(C)C)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(N)=O|CC(C)(C)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],4
12.5989,13.7922,-13.7922,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(N)=O)c12)c1ccc(-c2ccccc2)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(N)=O|c1(*)ccccc1,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],4
14.6257,15.9917,-15.9917,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(N)=O)c12)c1ccc(-c2cnn(C3CCN(C)CC3)c2)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(N)=O|c1(*)cn(C2CCN(C)CC2)nc1,O=C(NCc1ccc(-c2cnn(C3CCNCC3)c2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],4
12.2534,12.5015,-10.2156,0.0045718,CNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C(F)(F)F)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(NC)=O|C(F)(F)(F)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.6229005,0.6229,-10.8909000,-10.8909,0.9991036,423.8220,0.0000000,4.9920,1.0000000,63.1300,1.0000000,1.0000,1.0000000,3.0000,0.5000000,2.0000,0.9825279,3.0000,0.9825279,29.0000,0.9828362,344.5280,0.9065567,3.0263,0.0000000,0.6101,4.1556993,4.1557,1.0000000,1.0000,[],4
13.1190,18.3116,2.5976,0.0418183,CCNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cncc(OC)c4)cc3)c21,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(NCC)=O|c1(*)cncc(OC)c1,O=C(NCc1ccc(-c2cccnc2)cc1)c1cccc2cc[nH]c12,0.3880801,0.3881,-6.6843000,-6.6843,0.8929940,476.9640,0.0000000,5.4339,1.0000000,85.2500,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.9090909,6.0000,0.9556430,34.0000,0.7634261,419.4720,0.8994783,3.0965,0.9998472,0.4618,3.6330254,3.6330,1.0000000,1.0000,[],4
22.8449,30.0105,-29.3135,0.0013941,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)NCCCN(C)C)c12)c1ccc(CCN2CCCCC2)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(NCCCN(C)C)=O|*CCN1CCCCC1,O=C(NCc1ccc(CCN2CCCCC2)cc1)c1cccc2cc[nH]c12,0.3432221,0.3432,-6.0110400,-6.0110,0.0289600,538.1360,0.0000000,5.3235,1.0000000,69.6100,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.5000000,10.0000,0.9090909,38.0000,0.1066194,505.3920,0.8944143,3.1441,0.0000000,0.8997,2.1183305,2.1183,1.0000000,1.0000,[],4
21.6727,22.9396,-22.9396,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(Nc2ccnc3cncn23)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C(OC(C)(C)C)=O|n1cc2nccc(N*)n2c1,O=C(NCc1ccc(Nc2ccnc3cncn23)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",4
16.7220,15.8262,5.9054,0.0434632,CC(=O)N1CCN(c2ccc(C(C)NC(=O)c3cc(Cl)cc4ccn(C=O)c34)cc2)CC1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,*C=O|C1CN(C(C)=O)CCN1*,O=C(NCc1ccc(N2CCNCC2)cc1)c1cccc2cc[nH]c12,0.6011632,0.6012,-8.9393100,-8.9393,0.9870574,452.9420,0.0001857,3.4925,1.0000000,74.6500,1.0000000,1.0000,1.0000000,5.0000,0.9467598,1.0000,0.9467598,5.0000,0.9693466,32.0000,0.8769931,398.8160,0.9018186,3.0738,0.9999956,0.4465,2.8121531,2.8122,1.0000000,1.0000,[],4
18.2030,21.8861,-8.2335,0.0273051,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)N(C)C)c12)c1ccc(-c2cccc(C(=O)N(C)C)c2)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,C(*)(=O)N(C)C|c1(*)cc(C(N(C)C)=O)ccc1,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc2cc[nH]c12,0.3703748,0.3704,-8.3433700,-8.3434,0.1724406,517.0290,0.0000000,5.6842,1.0000000,74.6500,1.0000000,1.0000,1.0000000,4.0000,0.9467598,1.0000,0.9467598,5.0000,0.9237530,37.0000,0.3697525,463.8960,0.9004858,3.0868,1.0000000,0.3951,3.6869040,3.6869,1.0000000,1.0000,[],4
10.5388,13.5261,8.3028,0.0436577,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)NC(C)(C)C)c12)c1ccc(N2CCOCC2)cc1,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,C(*)(=O)NC(C)(C)C|C1COCCN1*,O=C(NCc1ccc(N2CCOCC2)cc1)c1cccc2cc[nH]c12,0.5496502,0.5497,-7.0035100,-7.0035,0.8270200,483.0120,0.0000000,4.9785,1.0000000,75.6000,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.9693466,4.0000,0.9556430,34.0000,0.6260166,436.5760,0.8950638,3.1381,0.9801544,0.4831,3.6729410,3.6729,1.0000000,1.0000,[],4
33.9703,35.4866,-33.7271,0.0035190,Cc1cc(-c2ccc(C(C)NC(=O)c3cc(Cl)cc4ccn(C(=O)C5CCCCN5)c34)cc2)nn1C1CCCN(C)C1=O,1,n1([*])ccc2cc(Cl)cc(C(NC(C)c3ccc([*])cc3)=O)c12,C(*)(C1NCCCC1)=O|N1(C)C(=O)C(n2nc(*)cc2C)CCC1,O=C(NCc1ccc(-c2ccn(C3CCCNC3=O)n2)cc1)c1cccc2ccn(C(=O)C3CCCCN3)c12,0.3028923,0.3029,-8.3698900,-8.3699,0.0000899,601.1510,0.0000000,5.5332,0.9999971,101.2600,1.0000000,3.0000,0.9999900,7.0000,0.5000000,2.0000,0.9090909,6.0000,0.7930115,43.0000,0.0312985,539.4400,0.7450708,4.0684,1.0000000,0.1724,2.7569516,2.7570,1.0000000,1.0000,[],4
