"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL1910023";"";"None";"467.44";"1";"5.71";"1b";"O=C(O)c1ccc(C2(NC(=O)c3cccc4c3Oc3cc(C(F)(F)F)ccc3CC4)CC2)cc1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"17.97";"0.34";"2.69";"11.10";"0";"CHEMBL1913308";"Displacement of [3H]-PGE2 from human EP4 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909549";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1910023";"";"None";"467.44";"1";"5.71";"1b";"O=C(O)c1ccc(C2(NC(=O)c3cccc4c3Oc3cc(C(F)(F)F)ccc3CC4)CC2)cc1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1913310";"Antagonist activity at human EP4 receptor expressed in HEK293 cells assessed as inhibition of PGE2-induced cAMP accumulation by bead-based proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909549";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL461571";"";"None";"531.91";"2";"6.63";"(R)-13";"Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"10.21";"0.20";"-1.20";"6.99";"0";"CHEMBL980761";"Inhibition of prostanoid EP4 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139415";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL815";"DINOPROST";"4.0";"354.49";"0";"3.04";"PGF2";"CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O";"IC50";"'='";"4200.0";"nM";"5.38";"";"";"UO_0000065";"15.17";"0.29";"2.34";"5.49";"0";"CHEMBL767812";"Affinity for Prostanoid EP4 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132967";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308072";"";"";""
"CHEMBL434173";"";"None";"393.52";"0";"3.02";"13b";"O=C(O)CCCCCC[C@@H]1[C@@H](CCC(O)CNc2ccccc2)[C@H](O)C[C@@H]1O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767812";"Affinity for Prostanoid EP4 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132967";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308072";"";"";""
"CHEMBL599262";"";"None";"427.95";"1";"5.80";"28c";"Cc1sc(C)c(C(=O)N[C@@H](C)c2ccc(C(=O)O)cc2)c1Cc1ccc(Cl)cc1";"IC50";"'='";"5.4";"nM";"8.27";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1073095";"Antagonist activity at human EP4 receptor expressed in HEK293 cells assessed as inhibition of PGE2-induced cAMP accumulation by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157608";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";""
"CHEMBL597997";"";"None";"473.52";"1";"6.09";"34d, MK-2894";"Cc1sc(C)c(C(=O)NC2(c3ccc(C(=O)O)cc3)CC2)c1Cc1ccc(C(F)(F)F)cc1";"IC50";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1073095";"Antagonist activity at human EP4 receptor expressed in HEK293 cells assessed as inhibition of PGE2-induced cAMP accumulation by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157608";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";""
"CHEMBL597997";"";"None";"473.52";"1";"6.09";"34d, MK-2894";"Cc1sc(C)c(C(=O)NC2(c3ccc(C(=O)O)cc3)CC2)c1Cc1ccc(C(F)(F)F)cc1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1074444";"Activity at EP4 receptor in human whole blood assessed as blockade of inhibition of TNF-alpha-induced IP10 release";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157608";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";""
"CHEMBL1669018";"";"None";"578.71";"2";"6.55";"1f";"CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC3(NC(=O)Cc4ccccc4OC)CC3)cc1C)C2";"IC50";"'='";"4.6";"nM";"8.34";"";"";"UO_0000065";"14.41";"0.26";"1.79";"10.81";"0";"CHEMBL1671179";"Displacement of [3H]PGE2 from human EP4 receptor expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1669012";"";"None";"648.18";"2";"6.52";"2b";"CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC3(NC(=O)NS(=O)(=O)c4ccccc4Cl)CC3)cc1C)C2";"IC50";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"13.30";"0.26";"2.10";"7.56";"0";"CHEMBL1671179";"Displacement of [3H]PGE2 from human EP4 receptor expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1669011";"";"None";"757.11";"2";"7.00";"2c";"Cc1cc(CC2(NC(=O)NS(=O)(=O)c3ccccc3Cl)CC2)ccc1N1Cc2c(c(OCC(F)(F)F)c3cccnc3c2OCC(F)(F)F)C1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1671181";"Antagonist activity at EP4 receptor in human whole blood assessed as blockade of inhibition of TNF-alpha-induced IP10 release";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL1669009";"";"None";"643.76";"2";"5.88";"2e";"CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC3(NC(=O)NS(=O)(=O)c4ccccc4OC)CC3)cc1C)C2";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"11.87";"0.23";"1.76";"6.20";"0";"CHEMBL1671180";"Displacement of [3H]PGE2 from human EP4 receptor expressed in HEK293 cells by scintillation counting in presence of 10% human serum";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1669006";"";"None";"681.73";"2";"6.89";"2h";"CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC3(NC(=O)NS(=O)(=O)c4ccccc4C(F)(F)F)CC3)cc1C)C2";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"11.08";"0.21";"0.66";"6.62";"0";"CHEMBL1671180";"Displacement of [3H]PGE2 from human EP4 receptor expressed in HEK293 cells by scintillation counting in presence of 10% human serum";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1669005";"";"None";"673.79";"2";"5.89";"2i";"CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC3(NC(=O)NS(=O)(=O)c4c(OC)cccc4OC)CC3)cc1C)C2";"IC50";"'='";"102.0";"nM";"6.99";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1671181";"Antagonist activity at EP4 receptor in human whole blood assessed as blockade of inhibition of TNF-alpha-induced IP10 release";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL1669003";"";"None";"772.72";"2";"7.50";"2k";"Cc1cc(CC2(NC(=O)NS(=O)(=O)c3ccc4ccccc4c3)CC2)ccc1N1Cc2c(c(OCC(F)(F)F)c3cccnc3c2OCC(F)(F)F)C1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1671181";"Antagonist activity at EP4 receptor in human whole blood assessed as blockade of inhibition of TNF-alpha-induced IP10 release";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL1669002";"";"None";"697.73";"2";"6.77";"2l";"CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC3(NC(=O)NS(=O)(=O)c4ccc(OC(F)(F)F)cc4)CC3)cc1C)C2";"IC50";"'='";"8.3";"nM";"8.08";"";"";"UO_0000065";"11.58";"0.23";"1.31";"6.56";"0";"CHEMBL1671179";"Displacement of [3H]PGE2 from human EP4 receptor expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1669024";"";"None";"631.73";"2";"6.01";"2m";"CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC3(NC(=O)NS(=O)(=O)c4ccc(F)cc4)CC3)cc1C)C2";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"11.23";"0.22";"1.09";"6.22";"0";"CHEMBL1671180";"Displacement of [3H]PGE2 from human EP4 receptor expressed in HEK293 cells by scintillation counting in presence of 10% human serum";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1669025";"";"None";"682.63";"2";"7.18";"2n";"CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC3(NC(=O)NS(=O)(=O)c4cccc(Cl)c4Cl)CC3)cc1C)C2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1671181";"Antagonist activity at EP4 receptor in human whole blood assessed as blockade of inhibition of TNF-alpha-induced IP10 release";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL548";"DINOPROSTONE";"4.0";"352.47";"0";"3.25";"PGE2";"CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O";"IC50";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"25.97";"0.50";"5.90";"9.65";"0";"CHEMBL765917";"Inhibitory activity against human EP4 receptor expressed in HEK293 ebna cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3307715";"";"";""
"CHEMBL3740223";"";"None";"425.48";"1";"5.57";"7d";"Cc1ccc(C(=O)O)c(C)c1NC(=O)c1cc(-c2cccc(CO)c2)cc2ccccc12";"IC50";"'='";"6.2";"nM";"8.21";"";"";"UO_0000065";"19.29";"0.35";"2.64";"9.47";"0";"CHEMBL3744252";"Antagonist activity at EP4 receptor in human whole blood assessed as reversal of inhibition of PGE2 mediated LPS-induced TNF alpha production pretreated for 30 mins using 3,3',5,5' tetramethylbiphenyl-4,4'-diamine substrate measured after 20 to 24 hrs by immunoassay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3739413";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL461390";"";"None";"520.92";"2";"5.56";"8f";"Cn1cc(/C=C/C(=O)NS(=O)(=O)c2ccc(F)c(F)c2)c2c(Oc3ccc(F)c(Cl)c3)cccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL960019";"Displacement of radioligand from EP4 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL3260423";"";"None";"322.32";"0";"4.76";"11";"Cc1oc(C(=O)O)cc1COc1ccc2oc3ccccc3c2c1";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"16.56";"0.30";"0.58";"7.33";"0";"CHEMBL3266970";"Displacement of [3H]PGE2 from human prostanoid EP4 receptor expressed in cell membranes by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259671";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL2181810";"";"None";"402.37";"0";"3.94";"18";"O=C(O)Cn1c2c(c3cc(C(F)(F)F)ccc31)CN(C(=O)c1ccccc1)CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2388932";"Inhibition of beta-arrestin binding to recombinant human prostanoid EP4 receptor expressed in HEK293 cell membranes by beta-lactamase complementation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";""
"CHEMBL1645135";"";"None";"434.92";"1";"5.09";"1c";"C[C@H](NC(=O)c1cccc2c1N(Cc1ccc(Cl)cc1)CC2)c1ccc(C(=O)O)cc1";"IC50";"'='";"0.92";"nM";"9.04";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1646484";"Antagonist activity at human prostanoid EP4 receptor expressed in HEK293 cells assessed as inhibition of PGE2-induced cAMP accumulation by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641558";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1645145";"";"None";"443.50";"0";"3.54";"1m";"C[C@H](NC(=O)c1cccc2c1N(Cc1ccc(C(N)=O)cc1)CC2)c1ccc(C(=O)O)cc1";"IC50";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1646484";"Antagonist activity at human prostanoid EP4 receptor expressed in HEK293 cells assessed as inhibition of PGE2-induced cAMP accumulation by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641558";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1645137";"";"None";"468.48";"1";"5.46";"1e";"C[C@H](NC(=O)c1cccc2c1N(Cc1ccc(C(F)(F)F)cc1)CC2)c1ccc(C(=O)O)cc1";"IC50";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1646484";"Antagonist activity at human prostanoid EP4 receptor expressed in HEK293 cells assessed as inhibition of PGE2-induced cAMP accumulation by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641558";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1910022";"";"None";"455.43";"1";"5.79";"1a";"C[C@H](NC(=O)c1cccc2c1Oc1cc(C(F)(F)F)ccc1CC2)c1ccc(C(=O)O)cc1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"19.10";"0.36";"2.91";"11.50";"0";"CHEMBL1913308";"Displacement of [3H]-PGE2 from human EP4 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909549";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL3969269";"";"None";"411.45";"1";"5.63";"BDBM204989";"Cc1ccc(OCC(=O)O)c(C)c1NCc1cc(-c2cccc(F)c2)cc(F)c1C";"IC50";"'>'";"300.0";"nM";"";"";"363220";"UO_0000065";"";"";"";"";"0";"CHEMBL3887913";"Receptor Binding Assay: The competition reaction was initiated by incubation of membrane protein homogenate (20 μg protein) for 120 min at 22° C. with 0.5 nM [3H]PGE2 ligand in the absence or presence of the test compound in a buffer containing 10 mM MES/KOH (pH 6.0), 10 mM MgCl2 and 1 mM EDTA.Non-specific binding was determined in the presence of 10 μM PGE2 (the corresponding non-radioactive prostanoid). Affinity of the compound binding to hEP4 receptor was measured by displacement of the radiolabeled ligand in the presence of varying doses of tested compound.Incubations were terminated by rapid filtration under vacuum through glass fiber filters (GF/B, Packard) presoaked with 0.3% PEI and washed several times with ice-cold 50 mM Tris-HCl using a 96-sample cell harvester (Unifilter, Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886501";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL1644016";"";"None";"500.66";"2";"5.80";"7a";"COc1ccccc1CC(=O)NCCc1ccc(-c2c(C(=O)N(C)C)sc3c(C)cc(C)cc23)cc1";"IC50";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645722";"Antagonist activity at human EP4 receptor in HEK293 cells by cell-based functional assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641502";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL2386081";"SETIPIPRANT";"3.0";"402.43";"0";"4.22";"28, Setipiprant, ACT-129968";"O=C(O)Cn1c2c(c3cc(F)ccc31)CN(C(=O)c1cccc3ccccc13)CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2388931";"Displacement of [3H]PGE2 from recombinant human prostanoid EP4 receptor expressed in HEK293 cell membranes after 90 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";""
"CHEMBL2386074";"";"None";"340.42";"0";"3.19";"21";"O=C(O)Cn1c2c(c3ccccc31)CN(C(=O)C1CCCCC1)CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2388931";"Displacement of [3H]PGE2 from recombinant human prostanoid EP4 receptor expressed in HEK293 cell membranes after 90 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";""
"CHEMBL1669011";"";"None";"757.11";"2";"7.00";"2c";"Cc1cc(CC2(NC(=O)NS(=O)(=O)c3ccccc3Cl)CC2)ccc1N1Cc2c(c(OCC(F)(F)F)c3cccnc3c2OCC(F)(F)F)C1=O";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"11.26";"0.23";"1.52";"6.71";"0";"CHEMBL1671179";"Displacement of [3H]PGE2 from human EP4 receptor expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1669010";"";"None";"627.76";"2";"6.18";"2d";"CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC3(NC(=O)NS(=O)(=O)c4ccccc4C)CC3)cc1C)C2";"IC50";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"13.51";"0.26";"2.30";"7.44";"0";"CHEMBL1671179";"Displacement of [3H]PGE2 from human EP4 receptor expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL1669008";"";"None";"682.63";"2";"7.18";"2f, MF-592";"CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC3(NC(=O)NS(=O)(=O)c4c(Cl)cccc4Cl)CC3)cc1C)C2";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1671181";"Antagonist activity at EP4 receptor in human whole blood assessed as blockade of inhibition of TNF-alpha-induced IP10 release";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL1669026";"";"None";"641.79";"2";"6.49";"2o";"CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC3(NC(=O)NS(=O)(=O)c4c(C)cccc4C)CC3)cc1C)C2";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"12.03";"0.23";"1.23";"6.77";"0";"CHEMBL1671180";"Displacement of [3H]PGE2 from human EP4 receptor expressed in HEK293 cells by scintillation counting in presence of 10% human serum";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667778";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL2385906";"";"None";"334.38";"0";"2.92";"5";"O=C(O)Cn1c2c(c3ccccc31)CN(C(=O)c1ccccc1)CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL2388932";"Inhibition of beta-arrestin binding to recombinant human prostanoid EP4 receptor expressed in HEK293 cell membranes by beta-lactamase complementation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1836";"Prostanoid EP4 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";""
