title,abstract,year,doi,pmid,journal,authors,source,query,is_experimental,compound_name,matched_compounds,name,cid,canonical_smiles,iupac_name
Brain Distribution of a Panel of Epidermal Growth Factor Receptor Inhibitors Using Cassette Dosing in Wild-Type and <i>Abcb1/Abcg2</i>-Deficient Mice.,"Tyrosine kinase inhibitors that target the epidermal growth factor receptor (EGFR) have had success in treating EGFR-positive tumors, including non-small-cell lung cancer (NSCLC). However, developing EGFR inhibitors that can be delivered to the brain remains a challenge. To identify optimal compounds for brain delivery, eight EGFR inhibitors [afatinib, 6-[4-[(4-ethylpiperazin-1-yl)methyl]phenyl]-<i>N</i>-(1-phenylethyl)-7H-pyrrolo[2,3-day]pyrimidin-4-amine (AEE788), [4-(3-chloro-2-fluoroanilino)-7-methoxyquinazolin-6-yl] (2R)-2,4-dimethylpiperazine-1-carboxylate (AZD3759), erlotinib, dacomitinib, gefitinib, osimertinib, and vandetanib] were evaluated for distributional kinetics using cassette dosing with the ultimate goal of understanding the brain penetrability of compounds that share the same molecular target in an important oncogenic signaling pathway for both primary brain tumors (glioblastoma) and brain metastases (e.g., NSCLC). Cassette dosing was validated by comparing the brain-to-plasma ratios obtained from cassette-dosing to discrete-dosing studies. The brain-to-blood partition coefficients (K<sub>p,brain</sub>) were calculated following cassette dosing of the eight EGFR inhibitors. The comparison of K<sub>p,brain</sub> in wild-type and transporter-deficient mice confirmed that two major efflux transporters at the blood-brain barrier (BBB), P-glycoprotein and breast cancer resistance protein, play a crucial role in the brain distribution of seven out of eight EGFR inhibitors. Results show that the prediction of brain distribution based on physicochemical properties of a drug can be misleading, especially for compounds subject to extensive efflux transport. Moreover, this study informs the choice of EGFR inhibitors, i.e., determining BBB permeability combined with a known target potency, that may be effective in future clinical trials for brain tumors.",2019,10.1124/dmd.118.084210,30705084,,"Kim M, Laramy JK, Mohammad AS, Talele S, Fisher J, Sarkaria JN, Elmquist WF.",MED,"""Kp,brain""",True,Abcb1,[0],Abcb1,46182782.0,CC(=O)N1CCCC1C(=O)NCC(=O)N2CCCC2C(=O)O,(2S)-1-[2-[[(2S)-1-acetylpyrrolidine-2-carbonyl]amino]acetyl]pyrrolidine-2-carboxylic acid
Central Nervous System Distribution of Panobinostat in Preclinical Models to Guide Dosing for Pediatric Brain Tumors.,"Achieving adequate exposure of the free therapeutic agent at the target is a critical determinant of efficacious chemotherapy. With this in mind, a major challenge in developing therapies for central nervous system (CNS) tumors is to overcome barriers to delivery, including the blood-brain barrier (BBB). Panobinostat is a nonselective pan-histone deacetylase inhibitor that is being tested in preclinical and clinical studies, including for the treatment of pediatric medulloblastoma, which has a propensity for leptomeningeal spread and diffuse midline glioma, which can infiltrate into supratentorial brain regions. In this study, we examined the rate, extent, and spatial heterogeneity of panobinostat CNS distribution in mice. Transporter-deficient mouse studies show that panobinostat is a dual substrate of P-glycoprotein (P-gp) and breast cancer resistant protein (Bcrp), which are major efflux transporters expressed at the BBB. The CNS delivery of panobinostat was moderately limited by P-gp and Bcrp, and the unbound tissue-to-plasma partition coefficient of panobinostat was 0.32 and 0.21 in the brain and spinal cord in wild-type mice. In addition, following intravenous administration, panobinostat demonstrated heterogeneous distribution among brain regions, indicating that its efficacy would be influenced by tumor location or the presence and extent of leptomeningeal spread. Simulation using a compartmental BBB model suggests inadequate exposure of free panobinostat in the brain following a recommended oral dosing regimen in patients. Therefore, alternative approaches to CNS delivery may be necessary to have adequate exposure of free panobinostat for the treatment of a broad range of pediatric brain tumors. SIGNIFICANCE STATEMENT: This study shows that the central nervous system (CNS) penetration of panobinostat is limited by P-gp and Bcrp, and its efficacy may be limited by inadequate distribution to the tumor. Panobinostat has heterogeneous distribution into various brain regions, indicating that its efficacy might depend on the anatomical location of the tumors. These distributional parameters in the mouse CNS can inform both preclinical and clinical trial study design and may guide treatment for these devastating brain tumors in children.",2023,10.1124/jpet.123.001826,37827699,,"Zhang W, Oh JH, Zhang W, Rathi S, Larson JD, Wechsler-Reya RJ, Sirianni RW, Elmquist WF.",MED,"""Kp,brain""",True,Panobinostat,[32],Panobinostat,6918837.0,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,(E)-N-hydroxy-3-[4-[[2-(2-methyl-1H-indol-3-yl)ethylamino]methyl]phenyl]prop-2-enamide
Impact of genetic deficiencies of P-glycoprotein and breast cancer resistance protein on pharmacokinetics of aripiprazole and dehydroaripiprazole.,"1. We investigated how deficiencies in P-glycoprotein (P-gp) and breast cancer resistance protein (BCRP) affect the pharmacokinetics of atypical antipsychotics aripiprazole and its active metabolite (dehydroaripiprazole) using normal Friend leukemia virus strain B (FVB) mice, BCRP knockout (Bcrp[-/-]) mice, and P-gp and BCRP triple knockout (Mdr1a/1b[-/-]Bcrp[-/-]) mice. 2. While plasma concentrations of aripiprazole and dehydroaripiprazole after oral administration were slightly higher in both Bcrp(-/-) and Mdr1a/1b(-/-)/Bcrp(-/-) mice than in normal FVB mice, the difference was not marked. The increase in absolute bioavailability (F) compared with normal mice (approximately 1.3-fold increase) was comparable between Bcrp(-/-) and Mdr1a/1b(-/-)/Bcrp(-/-) mice. This finding suggests that BCRP may be involved in the intestinal absorption of aripiprazole in mice, albeit with minimal contribution to absorption at best. 3. In contrast, the brain-to-plasma concentration ratio (Kp,brain) for aripiprazole and dehydroaripiprazole after oral administration was significantly higher in Mdr1a/1b(-/-)/Bcrp(-/-) mice than in normal mice, whereas Bcrp(-/-) mice exhibited Kp,brain values similar to those in normal mice. In addition, the Kp,brain values in Mdr1a/1b(-/-)/Bcrp(-/-) mice were not drastically different from those previously reported in Mdr1a/1b(-/-) mice, suggesting that brain penetration of aripiprazole and dehydroaripiprazole can be affected by P-gp, but with little synergistic effect of BCRP.",2014,10.3109/00498254.2014.901585,24666334,,"Nagasaka Y, Sano T, Oda K, Kawamura A, Usui T.",MED,"""Kp,brain""",True,Impact,"[19, 22]",Impact,91727.0,C1=CC=C(C(=C1)C(CN2C=NC=N2)(C3=CC=C(C=C3)F)O)F,"1-(2-fluorophenyl)-1-(4-fluorophenyl)-2-(1,2,4-triazol-1-yl)ethanol"
"Pharmacokinetics and Brain Distribution and Metabolite Identification of Coptisine, a Protoberberine Alkaloid with Therapeutic Potential for CNS Disorders, in Rats.","Coptisine (COP), a protoberberine alkaloid (PBA) from Chinese medicinal plants (such as family Berberidaceae), may be useful for improving central nervous system disorders. However, its pharmacokinetics, disposition and metabolism are not well defined. In the present study, a liquid chromatography-tandem mass spectrometry (LC-MS/MS) method was established for the analysis of COP in biological samples. To better understand its in vivo pharmacological activities, COP concentrations in rat plasma were determined after oral (50 mg/kg) and intravenous administration (10 mg/kg). For the brain distribution study, the concentration of COP in five different regions was examined after intravenous administration at 10 mg/kg. Pharmacokinetic parameters from the COP concentration-time profiles in plasma and brain, and the brain-to-plasma coefficient (Kp, brain) were calculated by non-compartmental analysis. The metabolites of COP in rats in vivo and in vitro (urine, bile, liver microsomes and intestinal bacteria incubation) were also identified. Seventeen metabolites, including 11 unconjugated metabolites formed by hydroxylation, hydrogenation, demethylation, dehydrogenation, demethylation, and 6 glucuronide and sulfate conjugates were identified for the first time. The results suggested that COP had low oral bioavailability of 8.9% and a short (plasma) half-life (T1/2=0.71 h) in rats. After intravenous administration, it quickly crossed the blood-brain barrier, accumulating at higher concentrations and then was slowly eliminated from different brain regions. Moreover, COP was transformed into metabolites through multiple metabolic pathways in vivo and in vitro. These results should help to promote further research on COP and contribute to clarifying the metabolic pathways of PBAs.",2015,10.1248/bpb.b15-00293,26228628,,"Su J, Miao Q, Miao P, Zhao Y, Zhang Y, Chen N, Zhang Y, Ma S.",MED,"""Kp,brain""",True,Coptisine,"[12, 37]",Coptisine,72322.0,C1C[N+]2=C(C=C3C=CC4=C(C3=C2)OCO4)C5=CC6=C(C=C51)OCO6,"5,7,17,19-tetraoxa-13-azoniahexacyclo[11.11.0.02,10.04,8.015,23.016,20]tetracosa-1(13),2,4(8),9,14,16(20),21,23-octaene"
Biodistribution of Agmatine to Brain and Spinal Cord after Systemic Delivery.,"Agmatine, an endogenous polyamine, has been shown to reduce chronic pain behaviors in animal models and in patients. This reduction is due to inhibition of the GluN2B subunit of the N-methyl-D-aspartate receptor (NMDAR) in the central nervous system (CNS). The mechanism of action requires central activity, but the extent to which agmatine crosses biologic barriers such as the blood-brain barrier (BBB) and intestinal epithelium is incompletely understood. Determination of agmatine distribution is limited by analytical protocols with low sensitivity and/or inefficient preparation. This study validated a novel bioanalytical protocol using high-performance liquid chromatography tandem mass spectrometry (HPLC-MS/MS) for quantification of agmatine in rat biologic matrices. These protocols were then used to determine the plasma pharmacokinetics of agmatine and the extent of distribution to the CNS. Precision and accuracy of the protocol met US Food and Drug Administration (FDA) standards in surrogate matrix as well as in corrected concentrations in appropriate matrices. The protocol also adequately withstood stability and dilution conditions. Upon application of this protocol to pharmacokinetic study, intravenous agmatine showed a half-life in plasma ranging between 18.9 and 14.9 minutes. Oral administration led to a prolonged plasma half-life (74.4-117 minutes), suggesting flip-flop kinetics, with bioavailability determined to be 29%-35%. Intravenous administration led to a rapid increase in agmatine concentration in brain but a delayed distribution and lower concentrations in spinal cord. However, half-life of agmatine in both tissues is substantially longer than in plasma. These data suggest that agmatine adequately crosses biologic barriers in rat and that brain and spinal cord pharmacokinetics can be functionally distinct. SIGNIFICANCE STATEMENT: Agmatine has been shown to be an effective nonopioid therapy for chronic pain, a significantly unmet medical necessity. Here, using a novel bioanalytical protocol for quantification of agmatine, we present the plasma pharmacokinetics and the first report of agmatine oral bioavailability as well as variable pharmacokinetics across different central nervous system tissues. These data provide a distributional rationale for the pharmacological effects of agmatine as well as new evidence for kinetic differences between brain and spinal cord.",2023,10.1124/jpet.123.001828,37770201,,"Clements BM, Peterson CD, Kitto KF, Caye LD, Wilcox GL, Fairbanks CA.",MED,"""Kp,brain""",True,Agmatine,[3],Agmatine,199.0,C(CCN=C(N)N)CN,2-(4-aminobutyl)guanidine
"Preclinical Systemic Pharmacokinetics, Dose Proportionality, and Central Nervous System Distribution of the ATM Inhibitor WSD0628, a Novel Radiosensitizer for the Treatment of Brain Tumors.","Radiation therapy, a standard treatment option for many cancer patients, induces DNA double-strand breaks (DSBs), leading to cell death. Ataxia telangiectasia mutated (ATM) kinase is a key regulator of DSB repair, and ATM inhibitors are being explored as radiosensitizers for various tumors, including primary and metastatic brain tumors. Efficacy of radiosensitizers for brain tumors may be influenced by a lack of effective drug delivery across the blood-brain barrier. The objective of this study was to evaluate the systemic pharmacokinetics and mechanisms that influence the central nervous system (CNS) distribution of WSD0628, a novel and potent ATM inhibitor, in the mouse. Further, we have used these observations to form the basis of predicting effective exposures for clinical application. We observed a greater than dose proportional increase in exposure, likely due to saturation of clearance processes. Our results show that WSD0628 is orally bioavailable and CNS penetrant, with unbound partitioning in CNS (i.e., unbound tissue partition coefficient) between 0.15 and 0.3. CNS distribution is not limited by the efflux transporters P-glycoprotein and breast cancer resistant protein. WSD0628 is distributed uniformly among different brain regions. Thus, WSD0628 has favorable pharmacokinetic properties and potential for further exploration to determine the pharmacodynamics-pharmacokinetics efficacy relationship in CNS tumors. This approach will provide critical insights for the clinical translation of WSD0628 for the treatment of primary and secondary brain tumors. SIGNIFICANCE STATEMENT: This study evaluates the preclinical systemic pharmacokinetics, dose proportionality, and mechanisms influencing CNS distribution of WSD0628, a novel ATM inhibitor for the treatment of brain tumors. Results indicate that WSD0628 is orally bioavailable and CNS penetrant without efflux transporter liability. We also observed a greater than dose proportional increase in exposure in both the plasma and brain. These favorable pharmacokinetic properties indicate WSD0628 has potential for further exploration for use as a radiosensitizer in the treatment of brain tumors.",2024,10.1124/jpet.123.001971,38858089,,"Rathi S, Oh JH, Zhang W, Mladek AC, Garcia DA, Xue Z, Burgenske DM, Zhang W, Le J, Zhong W, Sarkaria JN, Elmquist WF.",MED,"""Kp,brain""",True,Treatment,"[37, 38]",Treatment,26041.0,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],zinc bis(1-oxidopyridin-1-ium-2-thiolate)
The effect of ABCG2 and ABCC4 on the pharmacokinetics of methotrexate in the brain.,"Methotrexate (MTX) is the cornerstone of chemotherapy for primary central nervous system lymphoma, yet how the blood-brain barrier (BBB) efflux transporters ABCG2 and ABCC4 influence the required high-dose therapy is unknown. To evaluate their role, we used four mouse strains, C57BL/6 (wild-type; WT), Abcg2(-/-), Abcc4(-/-), and Abcg2(-/-);Abcc4(-/-) (double knockout; DKO) to conduct brain microdialysis studies after single intravenous MTX doses of 50 mg/kg. When the area under the concentration-time curve for plasma (AUC(plasma)) was used to assess systemic exposure to MTX, the rank order was Abcc4(-/-) < WT < Abcg2(-/-) < Abcg2(-/-)Abcc4(-/-). Only the DKO exposure was significantly higher than that of the WT group (P < 0.01), a reflection of the role of Abcg2 in biliary excretion and Abcc4 in renal excretion. MTX brain interstitial fluid concentrations obtained by microdialysis were used to calculate the area under the concentration-time curve for the brain (AUC(brain)), which found the rank order of exposure to be WT < Abcc4(-/-) < Abcg2(-/-) < Abcg2(-/-)Abcc4(-/-) with the largest difference being 4-fold: 286.13 ± 130 μg*min/ml (DKO) versus 66.85 ± 26 (WT). Because the transporters affected the systemic disposition of MTX, particularly in the DKO group, the ratio of the AUC(brain)/AUC(plasma) or the brain/plasma partition coefficient Kp was calculated, revealing that the DKO strain had a significantly higher value (0.23 ± 0.09) than the WT strain (0.11 ± 0.05). Both Abcg2 and Abcc4 limited BBB penetration of MTX; however, only when both drug efflux pumps were negated did the brain accumulation of MTX significantly increase. These findings indicate a contributory role of both ABCG2 and ABCC4 to limiting MTX distribution in patients.",2014,10.1124/dmd.113.055228,24464805,,"Sane R, Wu SP, Zhang R, Gallo JM.",MED,"""Kp,brain""",True,The,[37],The,5866.0,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O,"(3R,5R,8S,9S,10S,13S,14S,17R)-3,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,3,4,5,6,7,8,9,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-11-one"
Developing Intravenous Delivery of Water-Soluble Prodrugs of Idebenone for the Treatment of Acute Ischemic Stroke.,"Ischemic stroke (IS) represents a substantial global health threat, but only a few effective medicines exist to treat IS, with a huge unmet clinical need. Idebenone (IDB), a coenzyme Q10 analogue, has multitarget effects, including enhancing mitochondrial energy metabolism, scavenging free radicals, and anti-inflammation, which is approved in Europe for treating Leber's hereditary optic neuropathy (LHON). However, IDB has poor water solubility and oral bioavailability, resulting in insufficient therapeutic plasma concentrations, even following high-dose oral administration, and limiting its use for brain diseases and acute-phase interventions. To address these challenges, we synthesized and identified novel water-soluble IDB prodrugs and found that compound <b>I-7</b> could adopt intravenous delivery for treating acute IS (AIS) with excellent plasma and brain exposure in normal and IS rats. Besides, <b>I-7</b> significantly alleviated brain infarct and edema and improved motor function and cerebral blood flow in acute and chronic IS rat models. Compound <b>I-7</b> is currently undergoing comprehensive evaluation as a preclinical candidate for anti-AIS.",2025,10.1021/acschemneuro.5c00340,40886294,,"Jia J, Wang H, Wang W, Xie P, Li P, Jiang P, Xie W, Liu L, Wang G.",MED,"""brain exposure""",True,Treatment,"[21, 37, 38, 40]",Treatment,26041.0,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],zinc bis(1-oxidopyridin-1-ium-2-thiolate)
Developing Intravenous Delivery of Water-Soluble Prodrugs of Idebenone for the Treatment of Acute Ischemic Stroke.,"Ischemic stroke (IS) represents a substantial global health threat, but only a few effective medicines exist to treat IS, with a huge unmet clinical need. Idebenone (IDB), a coenzyme Q10 analogue, has multitarget effects, including enhancing mitochondrial energy metabolism, scavenging free radicals, and anti-inflammation, which is approved in Europe for treating Leber's hereditary optic neuropathy (LHON). However, IDB has poor water solubility and oral bioavailability, resulting in insufficient therapeutic plasma concentrations, even following high-dose oral administration, and limiting its use for brain diseases and acute-phase interventions. To address these challenges, we synthesized and identified novel water-soluble IDB prodrugs and found that compound <b>I-7</b> could adopt intravenous delivery for treating acute IS (AIS) with excellent plasma and brain exposure in normal and IS rats. Besides, <b>I-7</b> significantly alleviated brain infarct and edema and improved motor function and cerebral blood flow in acute and chronic IS rat models. Compound <b>I-7</b> is currently undergoing comprehensive evaluation as a preclinical candidate for anti-AIS.",2025,10.1021/acschemneuro.5c00340,40886294,,"Jia J, Wang H, Wang W, Xie P, Li P, Jiang P, Xie W, Liu L, Wang G.",MED,"""brain exposure""",True,Water-,"[21, 37, 38, 40]",Water-,962.0,O,oxidane
Developing Intravenous Delivery of Water-Soluble Prodrugs of Idebenone for the Treatment of Acute Ischemic Stroke.,"Ischemic stroke (IS) represents a substantial global health threat, but only a few effective medicines exist to treat IS, with a huge unmet clinical need. Idebenone (IDB), a coenzyme Q10 analogue, has multitarget effects, including enhancing mitochondrial energy metabolism, scavenging free radicals, and anti-inflammation, which is approved in Europe for treating Leber's hereditary optic neuropathy (LHON). However, IDB has poor water solubility and oral bioavailability, resulting in insufficient therapeutic plasma concentrations, even following high-dose oral administration, and limiting its use for brain diseases and acute-phase interventions. To address these challenges, we synthesized and identified novel water-soluble IDB prodrugs and found that compound <b>I-7</b> could adopt intravenous delivery for treating acute IS (AIS) with excellent plasma and brain exposure in normal and IS rats. Besides, <b>I-7</b> significantly alleviated brain infarct and edema and improved motor function and cerebral blood flow in acute and chronic IS rat models. Compound <b>I-7</b> is currently undergoing comprehensive evaluation as a preclinical candidate for anti-AIS.",2025,10.1021/acschemneuro.5c00340,40886294,,"Jia J, Wang H, Wang W, Xie P, Li P, Jiang P, Xie W, Liu L, Wang G.",MED,"""brain exposure""",True,Idebenone,"[21, 37, 38, 40]",Idebenone,3686.0,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,"2-(10-hydroxydecyl)-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione"
Lactate alleviates trigeminal neuralgia symptoms in mice by suppressing neuroinflammation.,"ObjectivesTrigeminal neuralgia is a neuropathic pain syndrome that undesirably affects patient's quality of life. Lactate exerts extensive pathophysiological effects on the brain; however, it remains unclear whether lactate improves trigeminal neuralgia symptoms as well as the underlying mechanisms.MethodsIn our study, unilateral constriction of the infraorbital nerve was performed to establish a mouse model of trigeminal neuralgia. Conditional knockout of the astrocyte-specific lactate dehydrogenase gene was performed to decrease brain exposure to lactate. The behavioral changes were observed and the pain thresholds were detected via von Frey tests at 1, 5, 10, 15, and 30 days after surgery to evaluate the impact of lactate on trigeminal neuralgia. Intracerebroventricular injection of L-lactate was administered to evaluate the biological function of lactate in our model.ResultsWe revealed that lactate levels in the spinal trigeminal nucleus were elevated by approximately 2.5-fold (3.63 vs. 1.43 µmol/g) after surgery, which remained elevated for at least 30 days. This shift in lactate levels appeared to be independent of peripheral circulation, as plasma lactate levels remained unaltered until 30 days after surgery. Increased lactate exposure alleviated trigeminal neuralgia symptoms after the surgery. Mechanistically, lactate suppressed reactive oxygen species production and neuroinflammation.ConclusionsLactate may alleviate trigeminal neuralgia symptoms in mice by suppressing neuroinflammation.",2025,10.1177/03000605251341802,40415385,,"Liu X, Long F, Zou W, Qi T.",MED,"""brain exposure""",True,Lactate,[25],Lactate,91435.0,CC(C(=O)[O-])O,2-hydroxypropanoate
Rapid amyloid-β clearance and cognitive recovery through multivalent modulation of blood-brain barrier transport.,"The blood‒brain barrier (BBB) is a highly selective permeability barrier that safeguards the central nervous system (CNS) from potentially harmful substances while regulating the transport of essential molecules. Its dysfunction is increasingly recognized as a pivotal factor in the pathogenesis of Alzheimer's disease (AD), contributing to the accumulation of amyloid-β (Aβ) plaques. We present a novel therapeutic strategy that targets low-density lipoprotein receptor-related protein 1 (LRP1) on the BBB. Our design leverages the multivalent nature and precise size of LRP1-targeted polymersomes to modulate receptor-mediated transport, biasing LRP1 trafficking toward transcytosis and thereby upregulating its expression to promote efficient Aβ removal. In AD model mice, this intervention significantly reduced brain Aβ levels by nearly 45% and increased plasma Aβ levels by 8-fold within 2 h, as measured by ELISA. Multiple imaging techniques confirmed the reduction in brain Aβ signals after treatment. Cognitive assessments revealed that treated AD mice exhibited significant improvements in spatial learning and memory, with performance levels comparable to those of wild-type mice. These cognitive benefits persisted for up to 6 months post-treatment. This work pioneers a new paradigm in drug design, where function arises from the supramolecular nature of the nanomedicine, harnessing multivalency to elicit biological action at the membrane trafficking level. Our findings also reaffirm the critical role of the BBB in AD pathogenesis and demonstrate that targeting the BBB can make therapeutic interventions significantly more effective. We establish a compelling case for BBB modulation and LRP1-mediated Aβ clearance as a transformative foundation for future AD therapies.",2025,10.1038/s41392-025-02426-1,41052971,,"Chen J, Xiang P, Duro-Castano A, Cai H, Guo B, Liu X, Yu Y, Lui S, Luo K, Ke B, Ruiz-Pérez L, Gong Q, Tian X, Battaglia G.",MED,"""CNS uptake""",True,Rapid,[33],Rapid,31645.0,CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,"[2-(dimethylamino)-5,6-dimethylpyrimidin-4-yl] N,N-dimethylcarbamate"
Evaluation and Application of a PET Tracer in Preclinical and Phase 1 Studies to Determine the Brain Biodistribution of Minzasolmin (UCB0599).,"<h4>Purpose</h4>Minzasolmin (UCB0599) is an orally administered, small molecule inhibitor of ASYN misfolding in development as a potential disease-modifying therapy for Parkinson's disease. Here we describe the preclinical development of a radiolabeled tracer and results from a phase 1 study using the tracer to investigate the brain distribution of minzasolmin.<h4>Procedures</h4>In the preclinical study, two radiolabeling positions were investigated on the S-enantiomer of minzasolmin (UCB2713): [<sup>11</sup>C]methylamine UCB2713 ([<sup>11</sup>C-N-CH<sub>3</sub>]UCB2713) and [<sup>11</sup>C]carbonyl UCB2713 ([<sup>11</sup>C-CO]UCB2713). Male C57 black 6 mice (N = 10) received intravenous [<sup>11</sup>C-N-CH<sub>3</sub>]UCB2713; brain homogenates were assessed for radioactivity and plasma samples analyzed by high-performance liquid chromatography. Positron emission tomography-computed tomography (PET-CT) was used to image brains in a subset of mice (n = 3). In the open-label, phase 1 study, healthy volunteers were scanned twice with PET-CT following injection with [<sup>11</sup>C]minzasolmin radiotracer (≤ 10 µg), first without, then with oral dosing with non-radiolabeled minzasolmin 360 mg.<h4>Primary objective</h4>to determine biodistribution of minzasolmin in the human brain; secondary objectives included minzasolmin safety/tolerability.<h4>Results</h4>Preclinical data supported the use of [<sup>11</sup>C]minzasolmin in clinical studies. In the phase 1 study, PET data showed substantial drug signal in the brain of healthy volunteers (N = 4). The mean estimated whole brain total distribution volume (V<sub>T</sub>) at equilibrium across all regions of interest was 0.512 mL/cm<sup>3</sup>, no difference in V<sub>T</sub> was observed following administration of minzasolmin 360 mg. Treatment-emergent adverse events (TEAEs) were reported by 75% (n = 3) of participants. No drug-related TEAEs, deaths, serious adverse events, or discontinuations were reported.<h4>Conclusion</h4>Following positive preclinical results with the N-methyl labeled PET tracer, [<sup>11</sup>C]minzasolmin was used in the phase 1 study, which demonstrated that minzasolmin readily crossed the blood-brain barrier and was well distributed throughout the brain. Safety and pharmacokinetic findings were consistent with previous early-phase studies (such as UP0077, NCT04875962).",2024,10.1007/s11307-023-01878-7,38110790,,"Mercier J, Bani M, Colson AO, Germani M, Lalla M, Plisson C, Huiban M, Searle G, Mathy FX, Nicholl R, Otoul C, Smit JW, van Asch V, Wagneur M, Maguire RP.",MED,"""CNS uptake""",True,Minzasolmin,"[28, 37]",Minzasolmin,118279413.0,CCCCC(CC1=CNC2=CC=CC=C21)NC(=O)C3=CN=C(S3)N4CCN(CC4)C,"N-[(2R)-1-(1H-indol-3-yl)hexan-2-yl]-2-(4-methylpiperazin-1-yl)-1,3-thiazole-5-carboxamide"
